LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,JAPANESE CHIN,WHITE/BLACK,ZUZU,15239,2018,1/3/2018 10:26
Dog Individual Neutered Male,JAPANESE CHIN,WHITE/BLACK,PICKLE,15239,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,COLLIE MIX,WHITE/BLACK/BROWN,KIPPY,15102,2018,1/3/2018 15:26
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,ASHA,15147,2018,1/3/2018 10:26
Dog Individual Female,LAB MIX,BLACK,LUCKY,15209,2018,1/3/2018 10:26
Dog Individual Spayed Female,BOXER MIX,BROWN,MOCHA,15228,2018,1/3/2018 10:26
Dog Individual Neutered Male,TERRIER MIX,WHITE,HARRY,15243,2018,1/3/2018 11:42
Dog Senior Citizen or Disability Duplicate,LAB MIX,BLACK,NUGGET,15101,2018,1/3/2018 9:34
Dog Individual Spayed Female,TOY FOX TERIER,CREAM,EMRI,15243,2018,1/3/2018 11:42
Dog Individual Spayed Female,GOLDENDOODLE,WHITE,FAITH,15227,2018,1/3/2018 10:26
Dog Individual Neutered Male,COCKAPOO,WHITE,COOPER,15227,2018,1/3/2018 10:26
Dog Individual Neutered Male,TAG,WHITE/BLACK,KING,15102,2018,1/3/2018 10:26
Dog Individual Spayed Female,LAB MIX,BLACK,GRACIE,15102,2018,1/3/2018 10:26
Dog Individual Male,GER SHEPHERD,SABLE,REMY,15108,2018,1/3/2018 15:26
Dog Individual Spayed Female,LAB MIX,YELLOW,LACEY,15237,2018,1/3/2018 15:26
Dog Individual Spayed Female,COCKAPOO,MERLE,HONOR YOU,15237,2018,1/3/2018 10:26
Dog Individual Neutered Male,LAB MIX,BLACK,BEAU,15228,2018,1/3/2018 15:26
Dog Individual Spayed Female,TAG,BRINDLE,PEPPY,15045,2018,1/3/2018 10:26
Dog Individual Neutered Male,TERRIER MIX,BRINDLE,SINATRA,15045,2018,1/3/2018 10:26
Dog Individual Male,MIXED,BLACK,ZEKE,15102,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,GRACE,15223,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE,WHITE/BLACK,MILLIE,15223,2018,1/3/2018 15:26
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,ERNIE,15120,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,LAB MIX,YELLOW,CHLOE,15237,2018,1/3/2018 10:26
Dog Individual Spayed Female,RAT TERRIER,TRI-COLOR,KIMBO,15037,2018,1/3/2018 10:26
Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,LUNA,15235,2018,1/3/2018 9:54
Dog Individual Spayed Female,TERRIER MIX,WHITE/BROWN,PATSY,15147,2018,1/3/2018 9:54
Dog Individual Spayed Female,MIXED,WHITE,LOLA,15090,2018,1/3/2018 11:42
Dog Senior Citizen or Disability Duplicate,MIXED,SPOTTED,ALI,15025,2018,1/3/2018 10:01
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,ABBY,15101,2018,1/3/2018 10:26
Dog Individual Neutered Male,MIXED,BLACK/BROWN,LUCA,15101,2018,1/3/2018 10:26
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,DASHER,15101,2018,1/3/2018 10:26
Dog Individual Spayed Female,TAG,WHITE/BLACK/BROWN,ZOEY,15136,2018,1/3/2018 10:26
Dog Individual Neutered Male,CHIHUAHUA,BLACK,SPROUT,15037,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Male,BOXER,BROWN,TYKE,15037,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK WITH WHITE,SEDONA,15223,2018,
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,LILO,15037,2018,1/3/2018 10:26
Dog Individual Spayed Female,MIXED,WHITE/BLACK,CHLOE,15090,2018,1/3/2018 10:26
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,MOLLY,15090,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK WITH WHITE,SEDONA,15223,2018,1/3/2018 11:42
Dog Individual Male,NOVA SCOTIA DUCK TO,WHITE/BROWN,BO,15071,2018,1/3/2018 10:26
Dog Individual Neutered Male,DACHSHUND,BLACK,TOBBY,15071,2018,1/3/2018 10:26
Dog Individual Neutered Male,SHEPHERD MIX,BLACK/BROWN,CHAM,15071,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,OTHER,LEX,15209,2018,1/3/2018 11:42
Dog Individual Male,POODLE STANDARD,SPOTTED,MAVERICK,15108,2018,1/3/2018 10:10
Dog Individual Neutered Male,POODLE STANDARD,WHITE/BLACK,SANTINO,15108,2018,1/3/2018 10:10
Dog Senior Citizen or Disability Spayed Female,PEEKAPOO,BLACK WITH WHITE,BELLA,15136,2018,1/3/2018 10:12
Dog Individual Neutered Male,ENG TOY SPANIEL,BLACK/TAN,CHEVY,15227,2018,1/3/2018 11:42
Dog Individual Neutered Male,BOSTON TERRIER,BLACK,ERNIE,15236,2018,1/3/2018 10:26
Dog Individual Spayed Female,BOSTON TERRIER,WHITE/BLACK,MAYA,15236,2018,1/3/2018 10:26
Dog Individual Neutered Male,BORD COLLIE MIX,WHITE/BLACK,BANDIT,15148,2018,1/3/2018 10:26
Dog Individual Neutered Male,ENG TOY SPANIEL,BLACK/TAN,CHEVY,15227,2018,1/3/2018 11:42
Dog Individual Spayed Female,GER SHORTHAIR POINT,SPOTTED,ISABELLA,15239,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,SAMMY,15065,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,DACHSHUND MIX,BROWN,PHEBE,15065,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,BLACK/BROWN,RADAR,15065,2018,1/3/2018 10:26
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,WHITE/BLACK/BROWN,SADIE,15065,2018,1/3/2018 10:26
Dog Individual Neutered Male,ENG TOY SPANIEL,BLACK/TAN,CHEVY,15227,2018,1/3/2018 11:42
Dog Individual Spayed Female,ENG TOY SPANIEL,BLACK/TAN,ROSIE,15227,2018,1/3/2018 11:42
Dog Individual Neutered Male,BOSTON TERRIER,BRINDLE,BAILEY FABIAN,15241,2018,1/3/2018 15:26
Dog Individual Spayed Female,COLLIE,WHITE/TAN,SADIE,15037,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Spayed Female,SILKY TERRIER,WHITE/BLACK/BROWN,TIFFANY ANN,15146,2018,1/3/2018 15:26
Dog Individual Spayed Female,LAB MIX,BROWN,CHELSEA,15221,2018,1/3/2018 15:26
Dog Individual Spayed Female,LABRADOODLE,BLACK,LUCY,16046,2018,1/3/2018 11:42
Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,LOOT,15122,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,W HGHLND WH TERRIER,WHITE,MURPHY,15225,2018,1/3/2018 15:26
Dog Individual Spayed Female,GREAT PYRENEES,WHITE,EASTON,15102,2018,1/3/2018 15:26
Dog Individual Neutered Male,LAB MIX,BLACK,JACK,15108,2018,1/3/2018 15:26
Dog Individual Female,PUG,BROWN,STELLA,16046,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15147,2018,1/3/2018 11:43
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,TUCKER,15044,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,ROXY,15129,2018,1/3/2018 10:45
Dog Individual Spayed Female,ENG COCKER SPANIEL,WHITE/BLACK,HANNA,15239,2018,1/3/2018 15:26
Dog Individual Neutered Male,CATAHOULA LEOPARD D,BLACK,SMOKEY,15239,2018,1/3/2018 11:43
Dog Senior Citizen or Disability Neutered Male,TAG,WHITE/BLACK/BROWN,TUCKER,15106,2018,1/3/2018 15:26
Dog Individual Spayed Female,GREAT DANE,BLUE,MARLEY,15237,2018,1/3/2018 15:26
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,ARLO,15237,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Spayed Female,POODLE STANDARD,BLACK,ROSIE,15108,2018,1/3/2018 15:26
Dog Individual Female,LAB MIX,BLACK,CASEY,15215,2018,1/3/2018 15:26
Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,OLIVIA ENGLISH,15223,2018,1/3/2018 15:26
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,ORBIT,15146,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,BORIS,15241,2018,1/3/2018 15:26
Dog Individual Spayed Female,GOLDENDOODLE,APRICOT,BENASSI,15015,2018,1/3/2018 15:26
Dog Individual Female,SCHNAUZER MIN,SALT/PEPPER,MAGGIE,15238,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,PUG,BLACK WITH WHITE,PUGSLEY,15108,2018,1/3/2018 11:43
Dog Individual Spayed Female,SHIH TZU,WHITE/LIVER,KLOHE,15133,2018,1/3/2018 15:26
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,HARLEY,15106,2018,1/3/2018 15:26
Dog Individual Neutered Male,CAIRN TERRIER,BRINDLE,THE GRUMP,15215,2018,1/3/2018 15:26
Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE,TOBY,15237,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,HARLEY,15235,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Female,MIXED,BLACK,HONEY,15137,2018,1/3/2018 15:26
Dog Individual Spayed Female,LAB MIX,BLACK,SAMANTHA,15228,2018,1/3/2018 15:26
Dog Individual Spayed Female,BASSET HOUND,SPOTTED,SOPHIE,15205,2018,1/3/2018 15:26
Dog Individual Spayed Female,COCKAPOO,BROWN,KHLOE BLEEM,15209,2018,1/3/2018 11:43
Dog Individual Neutered Male,GREAT DANE,BLUE,MAX,15237,2018,1/3/2018 15:26
Dog Individual Spayed Female,BOXER,BROWN,LAYLA,15205,2018,1/3/2018 15:26
Dog Individual Neutered Male,BLACK&TAN COONHOUND,BLACK/TAN,TIMBER,15148,2018,1/3/2018 15:26
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,TESS,15101,2018,1/3/2018 15:26
Dog Individual Spayed Female,COCKAPOO,BROWN,KHLOE BLEEM,15209,2018,1/3/2018 11:43
Dog Individual Spayed Female,COCKAPOO,BROWN,MOCHA,15209,2018,1/3/2018 11:43
Dog Individual Spayed Female,LAB MIX,BLACK,ALICE,15102,2018,1/3/2018 15:26
Dog Individual Spayed Female,CHIHUAHUA MIX,RED/BROWN,CHI CHI,15137,2018,1/3/2018 12:30
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,PAIGE,15235,2018,1/3/2018 11:43
Dog Individual Female,GER SHEPHERD,BLACK/TAN,BELLA,15236,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BLACK,BUDDY,15129,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BRINDLE,EDDIE,15101,2018,1/3/2018 12:30
Dog Senior Citizen or Disability Spayed Female,AUS CATTLE DOG,BLACK,JAZZY,15017,2018,1/3/2018 15:26
Dog Individual Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK/GREY,VINNI,15239,2018,1/3/2018 15:26
Dog Individual Neutered Male,YORKSHIRE TERRIER,MULTI,TOBY,15239,2018,1/3/2018 15:26
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,TIBBEY,15235,2018,1/3/2018 15:27
Dog Individual Spayed Female,ROTTWEILER MIX,BLACK/TAN,BEESLY,15108,2018,1/3/2018 15:27
Dog Individual Spayed Female,MIXED,BLACK,ROXY KWEDER,15146,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,PUG,FAWN,GUIDO,15235,2018,1/3/2018 12:30
Dog Senior Citizen or Disability Female,FRENCH BULLDOG,BRINDLE,GISELLE,15235,2018,1/3/2018 12:30
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,CHARLOTTE,15209,2018,1/3/2018 15:27
Dog Individual Spayed Female,AM PIT BULL TERRIER,MULTI,JASMINE,15243,2018,1/3/2018 11:43
Dog Individual Neutered Male,MIXED,BLACK WITH WHITE,WINSTON,15037,2018,1/3/2018 15:27
Dog Individual Spayed Female,MIXED,BRINDLE,MAGGIE,15037,2018,1/3/2018 15:27
Dog Individual Neutered Male,DACHSHUND,BROWN,JAXON,15146,2018,1/3/2018 12:30
Dog Individual Neutered Male,MIXED,BLACK/BROWN,ROXY,15146,2018,1/3/2018 12:30
Dog Individual Neutered Male,LAB MIX,BLACK,JAKE,15108,2018,1/3/2018 15:27
Dog Individual Male,MIXED,WHITE/BROWN,RIO,15106,2018,1/3/2018 12:30
Dog Individual Spayed Female,GOLDENDOODLE,WHITE/TAN,ELLIE,15106,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,POODLE MIN,BLACK,LUCCA,15143,2018,1/3/2018 12:30
Dog Individual Neutered Male,TERRIER MIX,BLACK,FRED,15235,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Male,MALTESE,WHITE,DUSTY,15129,2018,1/3/2018 12:30
Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK,CARLOS,15235,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Male,DACHSHUND,BLACK/BROWN,LITTLE BOB,15129,2018,1/3/2018 12:30
Dog Individual Male,GOLDEN RETRIEVER,GOLD,HARLEY,15006,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,MANDY,15017,2018,1/3/2018 12:30
Dog Individual Neutered Male,LHASA APSO MIX,BLACK/GREY,TUCKER,15006,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,WHITE/BROWN,HOPE,15140,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,SPOTTED,GIDEON,15228,2018,1/3/2018 12:30
Dog Individual Neutered Male,BISHON FRISE MIX,WHITE/BROWN,1ST SGT GRRR,15090,2018,1/3/2018 12:30
Dog Individual Spayed Female,PUG,BLACK,BAILEY,15202,2018,1/3/2018 12:30
Dog Individual Spayed Female,CHIHUAHUA,WHITE/BROWN,DOLCE,15146,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,TIBETAN SPANIEL,BLONDE,COOPER,15126,2018,1/3/2018 12:30
Dog Individual Spayed Female,CHIHUAHUA,BROWN,GABBY,15140,2018,1/3/2018 12:30
Dog Individual Neutered Male,CHIHUAHUA,BLACK,MITCH,15140,2018,1/3/2018 12:30
Dog Senior Citizen or Disability Neutered Male,BEAGLE MIX,BROWN/TAN,CHASE,15221,2018,1/3/2018 15:27
Dog Individual Neutered Male,GER SPITZ,WHITE,MANCHESTER-APOLLO,15225,2018,1/3/2018 15:27
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BROWN,CHICO,15135,2018,1/3/2018 15:27
Dog Individual Neutered Male,GOLDENDOODLE,GOLD,STEWIE,16046,2018,1/3/2018 15:27
Dog Individual Spayed Female,COCKAPOO,SPOTTED,BAILEY,15147,2018,1/3/2018 15:27
Dog Individual Male,MIXED,BROWN,RUSH,15235,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,AUS SHEPHERD,BROWN,SAME,15205,2018,1/3/2018 15:27
Dog Individual Male,DACHSHUND,RED,WILSON,15147,2018,1/3/2018 15:27
Dog Individual Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,ESTHER,15239,2018,1/3/2018 12:30
Dog Senior Citizen or Disability Male,CHIHUAHUA,BLACK/BROWN,PADRE,15084,2018,1/3/2018 15:27
Dog Individual Neutered Male,BOXER,WHITE/BLACK,ZAO,15129,2018,1/3/2018 12:30
Dog Individual Spayed Female,SCHNAUZER MIN,BLACK/BROWN,MITZIE,15237,2018,1/3/2018 12:30
Dog Individual Spayed Female,SCHNAUZER MIN,BLACK/BROWN,ABBY,15237,2018,1/3/2018 12:30
Dog Individual Spayed Female,POMERANIAN,ORANGE,PIXIE,15237,2018,1/3/2018 12:30
Dog Individual Spayed Female,CHIHUAHUA,BLACK/TAN,ZAZU,15237,2018,1/3/2018 12:30
Dog Individual Neutered Male,POODLE MIN,BLACK,TEDDY,15237,2018,1/3/2018 12:30
Dog Individual Neutered Male,MIXED,BROWN,PEANUT,15129,2018,1/3/2018 12:11
Dog Individual Spayed Female,AIREDALE TERRIER,BLACK/TAN,BABIE,15235,2018,1/3/2018 15:27
Dog Individual Neutered Male,MIXED,BRINDLE,CHAUNCEY,15235,2018,1/3/2018 15:27
Dog Individual Neutered Male,MIXED,GOLD,SCRAPS,15235,2018,1/3/2018 15:27
Dog Individual Neutered Male,MIXED,BLACK/BROWN,ROCKO,15234,2018,1/3/2018 15:27
Dog Individual Spayed Female,CHIHUAHUA,WHITE/TAN,PENELOPE,15237,2018,1/3/2018 12:30
Dog Individual Male,WEIMARANER,SILVER,RUGER,15026,2018,1/3/2018 15:27
Dog Individual Neutered Male,POMERANIAN,WHITE/TAN,TANNER,15237,2018,1/3/2018 12:30
Dog Individual Spayed Female,SHIBA INU,WHITE/APRICOT,SHEBA,15237,2018,1/3/2018 12:30
Dog Individual Neutered Male,POODLE STANDARD,WHITE/RED,COOPER,15237,2018,1/3/2018 15:27
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,TOBY,15237,2018,1/3/2018 12:30
Dog Individual Male,GER SHORTHAIR POINT,SPOTTED,COOPER,15090,2018,1/3/2018 15:27
Dog Individual Neutered Male,BOXER,BRINDLE,OLIVER,15235,2018,1/3/2018 12:30
Dog Individual Male,FRENCH BULLDOG,OTHER,RALPHIE,15235,2018,1/3/2018 12:30
Dog Individual Spayed Female,BOXER,BROWN,LUCY,15235,2018,1/3/2018 12:30
Dog Individual Female,MOUNTAIN CUR,BLACK/BROWN,NAKITA,15025,2018,1/3/2018 15:27
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,MYA,15090,2018,1/3/2018 15:27
Dog Individual Spayed Female,BEAGLE MIX,BROWN,ABBY,15017,2018,1/3/2018 15:27
Dog Individual Spayed Female,BOXER,WHITE/BROWN,ZOEY,15017,2018,1/3/2018 15:27
Dog Individual Spayed Female,MIXED,BRINDLE,SYDNEY,15017,2018,1/3/2018 15:27
Dog Individual Spayed Female,MIXED,WHITE,VIXIN,15146,2018,1/3/2018 15:27
Dog Individual Neutered Male,MIXED,BLACK/BROWN,TINKER,15147,2018,1/3/2018 15:27
Dog Individual Spayed Female,GREAT DANE,BLACK,MARIKA,15146,2018,1/3/2018 15:27
Dog Individual Spayed Female,SHIH TZU,WHITE/BROWN,BERKLEY,15241,2018,1/3/2018 12:30
Dog Individual Spayed Female,FRENCH BULLDOG,TAN,CHANCE,15122,2018,1/3/2018 15:27
Dog Individual Spayed Female,GER SHEPHERD MIX,BRINDLE,HARLEY,15025,2018,1/3/2018 12:30
Dog Individual Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,BAILEE,15234,2018,1/3/2018 15:27
Dog Individual Spayed Female,GER SHEPHERD MIX,WHITE/BLACK,BREEZE,15025,2018,1/3/2018 12:30
Dog Individual Neutered Male,GER SHEPHERD,BLACK/TAN,TYSON,15131,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Neutered Male,COLLIE,SABLE/WHITE,LEO,15236,2018,1/3/2018 15:27
Dog Individual Male,GER SHEPHERD MIX,BLACK/BROWN,NALA,15120,2018,1/4/2018 8:51
Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,MAJOR,15147,2018,1/4/2018 8:51
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,HARLEY,15044,2018,1/4/2018 8:51
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,D O G,15044,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Spayed Female,MIXED,FAWN,CHANEL,15108,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK/BROWN,BOSCO,15108,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK,BUDDY,15108,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MOLLY,15108,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BROWN,LILLY,15108,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Female,LAB MIX,BLACK,JILLIAN,15235,2018,1/4/2018 8:51
Dog Individual Neutered Male,SHIH TZU,BRINDLE,CHEWY,15071,2018,1/3/2018 16:04
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,IGNATIUS,15227,2018,1/4/2018 8:51
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK,JINXY,15108,2018,1/3/2018 16:04
Dog Individual Neutered Male,POMERANIAN,BEIGE,BEAR,15135,2018,1/3/2018 13:21
Dog Individual Spayed Female,GREYHOUND,RED,TILY,15108,2018,1/3/2018 16:04
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,RED,MANDY,15135,2018,1/3/2018 13:21
Dog Individual Neutered Male,MIN PINSCHER,BROWN,Roo,15108,2018,1/3/2018 16:04
Dog Individual Male,LABRADOR RETRIEVER,BLACK,GUNNER,15084,2018,1/3/2018 16:04
Dog Individual Spayed Female,GER SHEPHERD,WHITE/BLACK/BROWN,ACACIA,15068,2018,1/3/2018 16:04
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,MOCHA,15017,2018,1/3/2018 16:04
Dog Individual Male,MIXED,BLACK,IPPY,15136,2018,1/3/2018 13:29
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,MILO,15017,2018,1/3/2018 16:04
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BROWN,LOUIE,15205,2018,1/3/2018 13:32
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,HARLEY BERKEYBILE,15106,2018,1/3/2018 16:04
Dog Individual Spayed Female,LAB MIX,BLACK,LILY,15227,2018,1/3/2018 13:39
Dog Individual Neutered Male,MIXED,WHITE/BLACK,CHANCE,15227,2018,1/3/2018 13:39
Dog Individual Spayed Female,SIB HUSKY MIX,SPOTTED,ELLA,15071,2018,1/3/2018 16:04
Dog Individual Spayed Female,MIXED,BLACK/BROWN,LILA,15135,2018,1/3/2018 16:04
Dog Individual Neutered Male,BULLDOG,BRINDLE,TANK,15129,2018,1/3/2018 14:52
Dog Individual Spayed Female,LHASA APSO,TAN,DIXIE CROWLEY,15106,2018,1/3/2018 14:52
Dog Individual Spayed Female,MIXED,BROWN,DIXIE,15135,2018,1/3/2018 16:04
Dog Individual Spayed Female,MIXED,BROWN,DIXIE,15135,2018,1/3/2018 16:04
Dog Senior Citizen or Disability Female,TAG,BLACK/BROWN,POOCHIE,15235,2018,1/3/2018 16:04
Dog Individual Neutered Male,TAG,BROWN,TURBO,15235,2018,1/3/2018 16:04
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BROWN,TEDDY,15235,2018,1/3/2018 16:04
Dog Individual Male,LABRADOR RETRIEVER,BLACK,WINDSOR,15136,2018,1/4/2018 8:51
Dog Senior Citizen or Disability Spayed Female,TAG,BROWN,JOJO,15235,2018,1/3/2018 16:04
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE,BOOZER,15236,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,BA-BA,15108,2018,1/4/2018 8:51
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,LEXI,15101,2018,1/3/2018 16:04
Dog Individual Neutered Male,LABRADOR RETRIEVER,SILVER,ACE,15236,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,RED,PENNY,15243,2018,1/3/2018 16:05
Dog Individual Neutered Male,CAV KING CHAR SPANI,SPOTTED,TOBY,15243,2018,1/3/2018 16:05
Dog Senior Citizen or Disability Neutered Male,CAV KING CHAR SPANI,SPOTTED,TOBY,15243,2018,1/3/2018 16:05
Dog Individual Female,TAG,WHITE/TAN,HEIDI,15135,2018,1/3/2018 14:52
Dog Individual Neutered Male,LAB MIX,BLACK,MURPHY,15120,2018,1/3/2018 14:52
Dog Individual Spayed Female,TERRIER MIX,BLACK,ANGEL,15071,2018,1/3/2018 15:27
Dog Individual Neutered Male,LAB MIX,BLACK,MURPHY,15120,2018,1/3/2018 14:52
Dog Senior Citizen or Disability Spayed Female,W HGHLND WH TERRIER,WHITE,KENZIE,15116,2018,1/3/2018 15:27
Dog Senior Citizen or Disability Spayed Female,W HGHLND WH TERRIER,WHITE,MOLLY,15116,2018,1/3/2018 15:27
Dog Individual Spayed Female,DACHSHUND,BROWN/TAN,ABBY,15227,2018,1/3/2018 15:27
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK,BELLA,15137,2018,1/3/2018 16:05
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,CHARLEY,15236,2018,1/3/2018 15:27
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,ROXY,15137,2018,1/3/2018 16:05
Dog Individual Spayed Female,MIXED,SPOTTED,SADIE,15137,2018,1/3/2018 16:05
Dog Individual Neutered Male,LAB MIX,BROWN,WALTER,15132,2018,1/3/2018 14:52
Dog Individual Neutered Male,LAB MIX,BLACK,RUDY,15071,2018,1/3/2018 14:52
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BRADY,15003,2018,1/3/2018 14:52
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BAUER,15003,2018,1/3/2018 14:52
Dog Individual Neutered Male,DACHSHUND,BLACK/BROWN,ROCCO,15237,2018,1/3/2018 14:52
Dog Individual Neutered Male,SHIH TZU,BROWN,LOUIS,15132,2018,1/3/2018 16:05
Dog Senior Citizen or Disability Spayed Female,TAG,TAN,MERCURY,15216,2018,1/3/2018 14:52
Dog Individual Neutered Male,CHINESE SHAR-PEI,BROWN,LUCKY DOG,15108,2018,1/3/2018 14:52
Dog Individual Spayed Female,LHASA APSO,TRI-COLOR,DOLCE,15132,2018,1/3/2018 16:05
Dog Individual Spayed Female,SIB HUSKY,WHITE/BROWN,SUGAR,15108,2018,1/3/2018 16:05
Dog Individual Male,MIXED,BLACK/BROWN,GIZMO,15216,2018,1/3/2018 14:52
Dog Individual Spayed Female,LAB MIX,BLACK/BROWN,LUNAH,15147,2018,1/3/2018 16:05
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,BRODIE,15065,2018,1/3/2018 16:05
Dog Individual Spayed Female,GOLDEN RETRIEVER,BLONDE,ADDIE,15065,2018,1/3/2018 16:05
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,STORMY,15112,2018,1/3/2018 14:52
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,LOUIE,15237,2018,1/3/2018 14:36
Dog Individual Neutered Male,MIXED,BLACK,TANK,15034,2018,1/3/2018 14:52
Dog Individual Neutered Male,SIB HUSKY MIX,OTHER,CAMO,15234,2018,1/3/2018 16:05
